OrderID,OrderDate,CustomerID,Country,Product,Category,Quantity,UnitPrice,TotalPrice,PaymentMethod
ORD-00698,2022-07-25,CUST-0400,Australia,Self-Help,Books,2,12.86,25.72,Debit Card
ORD-03177,2022-07-25,CUST-0340,Germany,T-Shirt,Clothing,1,129.09,129.09,PayPal
ORD-02460,2022-07-25,CUST-0423,USA,Toaster,Home & Kitchen,2,155.7,311.4,Credit Card
ORD-04887,2022-07-26,CUST-0058,USA,Tablet,Electronics,3,452.81,1358.43,Credit Card
ORD-01944,2022-07-26,CUST-0136,India,Perfume,Beauty,4,85.62,342.48,Apple Pay
ORD-01772,2022-07-26,CUST-0407,UK,T-Shirt,Clothing,1,144.92,144.92,Debit Card
ORD-01335,2022-07-26,CUST-0205,Brazil,Yoga Mat,Sports,4,126.14,504.56,PayPal
ORD-01063,2022-07-26,CUST-0331,USA,Tennis Racket,Sports,4,75.79,303.16,Debit Card
ORD-01561,2022-07-26,CUST-0484,Germany,Shampoo,Beauty,4,67.12,268.48,PayPal
ORD-03823,2022-07-26,CUST-0067,USA,Camera,Electronics,4,1194.01,4776.04,Credit Card
ORD-02498,2022-07-26,CUST-0241,India,Microwave,Home & Kitchen,2,63.57,127.14,Debit Card
ORD-04926,2022-07-27,CUST-0464,Canada,Coffee Maker,Home & Kitchen,2,82.34,164.68,Credit Card
ORD-02268,2022-07-27,CUST-0040,Germany,Shoes,Clothing,1,28.49,28.49,Debit Card
ORD-04693,2022-07-27,CUST-0356,Canada,Camera,Electronics,2,1296.81,2593.62,Credit Card
ORD-00585,2022-07-27,CUST-0435,Germany,Lipstick,Beauty,3,26.93,80.79,Debit Card
ORD-00963,2022-07-27,CUST-0465,Australia,Knife Set,Home & Kitchen,2,84.09,168.18,PayPal
ORD-04549,2022-07-28,CUST-0419,USA,Smart Watch,Electronics,3,1041.48,3124.44,Debit Card
ORD-02011,2022-07-28,CUST-0173,UK,Microwave,Home & Kitchen,5,27.79,138.95,Credit Card
ORD-00611,2022-07-28,CUST-0268,UK,Jacket,Clothing,1,41.35,41.35,Credit Card
ORD-00354,2022-07-28,CUST-0378,Australia,Shoes,Clothing,4,87.03,348.12,Credit Card
ORD-00867,2022-07-28,CUST-0404,USA,Non-Fiction,Books,4,38.94,155.76,PayPal
ORD-00588,2022-07-28,CUST-0394,India,Smartphone,Electronics,1,1302.28,1302.28,Credit Card
ORD-00302,2022-07-28,CUST-0313,Australia,Smart Watch,Electronics,5,409.11,2045.55,Credit Card
ORD-04134,2022-07-29,CUST-0382,UK,Yoga Mat,Sports,1,168.91,168.91,PayPal
ORD-03168,2022-07-29,CUST-0405,UK,Smart Watch,Electronics,3,866.28,2598.84,Debit Card
ORD-02904,2022-07-29,CUST-0490,Germany,Speaker,Electronics,5,1346.34,6731.7,Credit Card
ORD-04821,2022-07-29,CUST-0162,USA,T-Shirt,Clothing,1,87.78,87.78,Debit Card
ORD-03610,2022-07-30,CUST-0404,India,Yoga Mat,Sports,5,196.23,981.15,Credit Card
ORD-04716,2022-07-30,CUST-0191,USA,T-Shirt,Clothing,4,88.77,355.08,Debit Card
ORD-00997,2022-07-30,CUST-0284,USA,Tennis Racket,Sports,1,151.98,151.98,Credit Card
ORD-00650,2022-07-30,CUST-0404,USA,Makeup Kit,Beauty,2,13.14,26.28,Credit Card
ORD-01281,2022-07-30,CUST-0265,Japan,Shoes,Clothing,1,86.39,86.39,Credit Card
ORD-03986,2022-07-30,CUST-0393,Germany,Toaster,Home & Kitchen,3,108.94,326.82,Credit Card
ORD-02219,2022-07-31,CUST-0431,UK,Perfume,Beauty,5,12.04,60.2,Apple Pay
ORD-04660,2022-07-31,CUST-0424,India,Running Shoes,Sports,4,105.73,422.92,PayPal
ORD-02369,2022-07-31,CUST-0117,Canada,Tablet,Electronics,5,583.43,2917.15,PayPal
ORD-02952,2022-07-31,CUST-0107,Brazil,Camera,Electronics,3,346.69,1040.07,Debit Card
ORD-00444,2022-07-31,CUST-0404,USA,Basketball,Sports,3,179.16,537.48,Apple Pay
ORD-02884,2022-07-31,CUST-0006,Canada,Knife Set,Home & Kitchen,1,184.59,184.59,PayPal
ORD-03867,2022-07-31,CUST-0463,Japan,Non-Fiction,Books,4,27.97,111.88,Debit Card
ORD-01233,2022-07-31,CUST-0238,UK,Makeup Kit,Beauty,1,8.62,8.62,PayPal
ORD-00883,2022-07-31,CUST-0002,Germany,Yoga Mat,Sports,3,53.16,159.48,Google Pay
ORD-01650,2022-07-31,CUST-0317,Japan,Dress,Clothing,4,98.26,393.04,Credit Card
ORD-02909,2022-07-31,CUST-0337,Germany,Hat,Clothing,1,29.79,29.79,PayPal
ORD-03794,2022-07-31,CUST-0472,Canada,Biography,Books,5,25.76,128.8,PayPal
ORD-03886,2022-07-31,CUST-0456,France,Biography,Books,3,39.54,118.62,Credit Card
ORD-03145,2022-08-01,CUST-0366,India,T-Shirt,Clothing,5,51.66,258.3,Credit Card
ORD-03044,2022-08-01,CUST-0271,USA,Shampoo,Beauty,4,28.59,114.36,PayPal
ORD-03154,2022-08-01,CUST-0177,Brazil,Tablet,Electronics,2,1166.21,2332.42,Credit Card
ORD-04646,2022-08-01,CUST-0123,USA,Socks,Clothing,3,129.76,389.28,Credit Card
ORD-00696,2022-08-01,CUST-0328,Canada,Non-Fiction,Books,2,30.11,60.22,Credit Card
ORD-04303,2022-08-02,CUST-0286,USA,Coffee Maker,Home & Kitchen,5,162.24,811.2,PayPal
ORD-01735,2022-08-02,CUST-0151,USA,Headphones,Electronics,5,819.53,4097.65,PayPal
ORD-03339,2022-08-02,CUST-0488,UK,Shampoo,Beauty,1,26.23,26.23,Apple Pay
ORD-02503,2022-08-02,CUST-0432,Australia,Blender,Home & Kitchen,4,237.82,951.28,Apple Pay
ORD-03706,2022-08-02,CUST-0073,UK,Knife Set,Home & Kitchen,1,197.84,197.84,Apple Pay
ORD-01283,2022-08-02,CUST-0378,Brazil,Toaster,Home & Kitchen,5,158.11,790.55,Credit Card
ORD-04913,2022-08-02,CUST-0255,USA,Fitness Tracker,Sports,5,148.82,744.1,Credit Card
ORD-02961,2022-08-02,CUST-0486,USA,Face Cream,Beauty,2,55.65,111.3,Debit Card
ORD-00296,2022-08-02,CUST-0019,Mexico,Fiction,Books,5,40.12,200.6,Apple Pay
ORD-00688,2022-08-02,CUST-0463,Australia,Basketball,Sports,1,70.37,70.37,Credit Card
ORD-01808,2022-08-02,CUST-0287,USA,Shoes,Clothing,3,67.1,201.3,Credit Card
ORD-00651,2022-08-02,CUST-0032,USA,Running Shoes,Sports,2,188.72,377.44,Credit Card
ORD-00348,2022-08-03,CUST-0112,USA,Non-Fiction,Books,1,10.89,10.89,PayPal
ORD-03274,2022-08-03,CUST-0322,USA,Hat,Clothing,4,145.65,582.6,Google Pay
ORD-00759,2022-08-03,CUST-0411,USA,Shampoo,Beauty,5,79.7,398.5,Debit Card
ORD-04969,2022-08-03,CUST-0009,Australia,Dress,Clothing,5,31.55,157.75,PayPal
ORD-03320,2022-08-03,CUST-0322,USA,Cookware Set,Home & Kitchen,2,284.44,568.88,Debit Card
ORD-02437,2022-08-03,CUST-0030,USA,Hat,Clothing,3,45.75,137.25,Credit Card
ORD-02160,2022-08-03,CUST-0126,USA,Makeup Kit,Beauty,5,90.06,450.3,Credit Card
ORD-03677,2022-08-04,CUST-0248,Germany,Blender,Home & Kitchen,2,57.15,114.3,Debit Card
ORD-00742,2022-08-04,CUST-0305,France,Face Cream,Beauty,5,35.61,178.05,PayPal
ORD-00292,2022-08-04,CUST-0270,USA,Tablet,Electronics,1,865.41,865.41,Credit Card
ORD-03729,2022-08-04,CUST-0170,Mexico,Makeup Kit,Beauty,2,56.41,112.82,PayPal
ORD-01427,2022-08-04,CUST-0123,USA,Camera,Electronics,4,274.05,1096.2,PayPal
ORD-01949,2022-08-04,CUST-0360,Canada,Headphones,Electronics,2,1303.84,2607.68,Credit Card
ORD-02491,2022-08-04,CUST-0435,Canada,Toaster,Home & Kitchen,3,179.56,538.68,PayPal
ORD-04707,2022-08-04,CUST-0276,USA,Shoes,Clothing,1,45.31,45.31,Credit Card
ORD-02728,2022-08-04,CUST-0286,UK,Fitness Tracker,Sports,3,78.14,234.42,Credit Card
ORD-01414,2022-08-05,CUST-0092,Australia,Smartphone,Electronics,5,1196.99,5984.95,Debit Card
ORD-03290,2022-08-05,CUST-0388,USA,Tennis Racket,Sports,2,192.13,384.26,Credit Card
ORD-04962,2022-08-05,CUST-0309,Australia,Smart Watch,Electronics,2,436.76,873.52,Debit Card
ORD-01964,2022-08-06,CUST-0176,Australia,Fiction,Books,5,33.96,169.8,Debit Card
ORD-03519,2022-08-06,CUST-0450,USA,Science,Books,4,37.77,151.08,Apple Pay
ORD-01566,2022-08-06,CUST-0208,Germany,Cookware Set,Home & Kitchen,1,64.92,64.92,PayPal
ORD-04912,2022-08-06,CUST-0214,USA,Speaker,Electronics,3,158.05,474.15,Credit Card
ORD-01127,2022-08-06,CUST-0040,UK,Laptop,Electronics,4,708.54,2834.16,Credit Card
ORD-03136,2022-08-06,CUST-0182,USA,Blender,Home & Kitchen,3,115.67,347.01,Credit Card
ORD-02044,2022-08-07,CUST-0299,Germany,Science,Books,2,38.78,77.56,PayPal
ORD-01782,2022-08-07,CUST-0382,Germany,Toaster,Home & Kitchen,4,40.52,162.08,Credit Card
ORD-01924,2022-08-07,CUST-0177,UK,Hat,Clothing,3,82.1,246.3,Credit Card
ORD-03787,2022-08-07,CUST-0287,France,Dress,Clothing,1,119.07,119.07,PayPal
ORD-00437,2022-08-08,CUST-0353,USA,Makeup Kit,Beauty,2,90.14,180.28,Credit Card
ORD-00658,2022-08-08,CUST-0317,USA,Makeup Kit,Beauty,2,32.68,65.36,Debit Card
ORD-02951,2022-08-08,CUST-0013,Mexico,Camera,Electronics,5,209.64,1048.2,PayPal
ORD-01522,2022-08-08,CUST-0378,USA,Hair Dryer,Beauty,5,54.76,273.8,Debit Card
ORD-04699,2022-08-08,CUST-0028,Japan,Microwave,Home & Kitchen,4,74.54,298.16,Credit Card
ORD-01891,2022-08-08,CUST-0308,UK,Blender,Home & Kitchen,3,35.0,105.0,Debit Card
ORD-04153,2022-08-08,CUST-0500,UK,Headphones,Electronics,3,578.54,1735.62,Debit Card
ORD-00792,2022-08-08,CUST-0065,UK,Speaker,Electronics,5,512.67,2563.35,Credit Card
ORD-04479,2022-08-08,CUST-0175,France,Speaker,Electronics,2,1348.15,2696.3,Credit Card
ORD-04996,2022-08-08,CUST-0476,France,Perfume,Beauty,4,19.29,77.16,Debit Card
ORD-04904,2022-08-09,CUST-0369,Brazil,Tennis Racket,Sports,2,132.01,264.02,Apple Pay
ORD-03253,2022-08-09,CUST-0023,Australia,Speaker,Electronics,1,1348.12,1348.12,PayPal
ORD-03834,2022-08-09,CUST-0062,USA,Non-Fiction,Books,3,37.51,112.53,Credit Card
ORD-00040,2022-08-09,CUST-0052,Canada,Shoes,Clothing,2,96.21,192.42,PayPal
ORD-00862,2022-08-10,CUST-0235,UK,Coffee Maker,Home & Kitchen,2,39.03,78.06,Credit Card
ORD-04382,2022-08-10,CUST-0322,Brazil,Hat,Clothing,4,89.08,356.32,Debit Card
ORD-03536,2022-08-10,CUST-0107,Mexico,Smartphone,Electronics,3,1101.0,3303.0,PayPal
ORD-02083,2022-08-11,CUST-0287,Mexico,Tablet,Electronics,5,270.54,1352.7,Credit Card
ORD-00508,2022-08-11,CUST-0166,Mexico,Socks,Clothing,4,22.88,91.52,Credit Card
ORD-01488,2022-08-11,CUST-0161,USA,Jeans,Clothing,4,27.12,108.48,Credit Card
ORD-03862,2022-08-11,CUST-0264,India,Coffee Maker,Home & Kitchen,4,98.56,394.24,Apple Pay
ORD-00098,2022-08-12,CUST-0487,USA,Knife Set,Home & Kitchen,2,84.72,169.44,Credit Card
ORD-00730,2022-08-12,CUST-0471,UK,Shoes,Clothing,1,82.22,82.22,Credit Card
ORD-00114,2022-08-12,CUST-0352,Japan,Perfume,Beauty,3,95.5,286.5,PayPal
ORD-01535,2022-08-12,CUST-0177,UK,T-Shirt,Clothing,5,143.56,717.8,PayPal
ORD-01619,2022-08-12,CUST-0357,USA,Hat,Clothing,2,20.96,41.92,Debit Card
ORD-01027,2022-08-13,CUST-0199,Brazil,Blender,Home & Kitchen,1,176.19,176.19,Debit Card
ORD-02543,2022-08-13,CUST-0356,UK,T-Shirt,Clothing,1,22.24,22.24,Credit Card
ORD-02777,2022-08-13,CUST-0245,Germany,Toaster,Home & Kitchen,3,277.51,832.53,Credit Card
ORD-00720,2022-08-13,CUST-0236,Canada,History,Books,2,20.08,40.16,Debit Card
ORD-01145,2022-08-14,CUST-0261,UK,T-Shirt,Clothing,5,55.53,277.65,Debit Card
ORD-00596,2022-08-14,CUST-0202,Canada,Running Shoes,Sports,5,26.33,131.65,PayPal
ORD-01908,2022-08-14,CUST-0162,UK,Smart Watch,Electronics,5,743.85,3719.25,PayPal
ORD-03443,2022-08-14,CUST-0170,USA,Camera,Electronics,3,1469.04,4407.12,Credit Card
ORD-02187,2022-08-14,CUST-0216,Australia,Smartphone,Electronics,4,968.19,3872.76,Credit Card
ORD-03392,2022-08-14,CUST-0483,France,Shampoo,Beauty,5,80.48,402.4,Credit Card
ORD-02983,2022-08-14,CUST-0346,UK,Microwave,Home & Kitchen,1,284.7,284.7,PayPal
ORD-02648,2022-08-15,CUST-0063,Australia,Tennis Racket,Sports,4,151.75,607.0,Apple Pay
ORD-00664,2022-08-15,CUST-0317,UK,Hat,Clothing,3,32.57,97.71,Credit Card
ORD-03351,2022-08-15,CUST-0039,India,Speaker,Electronics,3,1321.0,3963.0,PayPal
ORD-01447,2022-08-15,CUST-0073,USA,Shampoo,Beauty,5,95.5,477.5,PayPal
ORD-03104,2022-08-15,CUST-0014,Germany,Jacket,Clothing,5,77.23,386.15,Credit Card
ORD-03388,2022-08-15,CUST-0193,Mexico,Laptop,Electronics,5,526.17,2630.85,PayPal
ORD-02132,2022-08-16,CUST-0349,USA,Biography,Books,1,28.62,28.62,Credit Card
ORD-02343,2022-08-16,CUST-0036,Brazil,Camera,Electronics,5,1240.84,6204.2,Apple Pay
ORD-02504,2022-08-16,CUST-0009,USA,Non-Fiction,Books,1,42.99,42.99,PayPal
ORD-02941,2022-08-16,CUST-0040,UK,Cookware Set,Home & Kitchen,5,95.73,478.65,Credit Card
ORD-04782,2022-08-17,CUST-0270,Australia,Jacket,Clothing,5,102.81,514.05,PayPal
ORD-00232,2022-08-17,CUST-0386,USA,Makeup Kit,Beauty,1,53.0,53.0,PayPal
ORD-03132,2022-08-17,CUST-0038,USA,Yoga Mat,Sports,1,110.9,110.9,Credit Card
ORD-00476,2022-08-17,CUST-0319,Australia,Shampoo,Beauty,5,53.9,269.5,Debit Card
ORD-00138,2022-08-17,CUST-0352,Germany,Yoga Mat,Sports,2,141.6,283.2,Apple Pay
ORD-04862,2022-08-18,CUST-0300,UK,Knife Set,Home & Kitchen,4,259.21,1036.84,Apple Pay
ORD-01172,2022-08-18,CUST-0429,France,Dress,Clothing,2,25.09,50.18,Apple Pay
ORD-00653,2022-08-18,CUST-0029,Brazil,Coffee Maker,Home & Kitchen,3,31.54,94.62,Credit Card
ORD-01933,2022-08-18,CUST-0178,USA,Camera,Electronics,4,1196.95,4787.8,Debit Card
ORD-04612,2022-08-18,CUST-0082,Brazil,T-Shirt,Clothing,1,141.64,141.64,Credit Card
ORD-04622,2022-08-18,CUST-0347,Canada,Blender,Home & Kitchen,1,285.55,285.55,Credit Card
ORD-03726,2022-08-18,CUST-0367,Australia,Biography,Books,1,25.74,25.74,PayPal
ORD-02816,2022-08-18,CUST-0263,Brazil,Cookware Set,Home & Kitchen,3,263.46,790.38,Credit Card
ORD-03619,2022-08-18,CUST-0092,USA,Jeans,Clothing,2,97.17,194.34,Credit Card
ORD-01048,2022-08-19,CUST-0251,Australia,Running Shoes,Sports,3,150.44,451.32,Credit Card
ORD-00551,2022-08-19,CUST-0008,Germany,Perfume,Beauty,3,54.19,162.57,Credit Card
ORD-02955,2022-08-19,CUST-0378,UK,Speaker,Electronics,1,1380.78,1380.78,PayPal
ORD-02075,2022-08-19,CUST-0494,USA,Fitness Tracker,Sports,4,43.42,173.68,Credit Card
ORD-03322,2022-08-19,CUST-0214,Mexico,Headphones,Electronics,5,1341.42,6707.1,PayPal
ORD-02629,2022-08-19,CUST-0304,USA,Face Cream,Beauty,4,93.63,374.52,PayPal
ORD-04319,2022-08-19,CUST-0199,India,Makeup Kit,Beauty,3,12.33,36.99,Debit Card
ORD-04863,2022-08-19,CUST-0134,UK,Socks,Clothing,5,143.4,717.0,Debit Card
ORD-01749,2022-08-19,CUST-0094,Australia,Laptop,Electronics,5,1434.3,7171.5,PayPal
ORD-00649,2022-08-20,CUST-0465,USA,Knife Set,Home & Kitchen,1,131.5,131.5,PayPal
ORD-04202,2022-08-20,CUST-0329,India,Smart Watch,Electronics,3,818.81,2456.43,Credit Card
ORD-02703,2022-08-20,CUST-0067,USA,Self-Help,Books,2,32.73,65.46,Debit Card
ORD-00391,2022-08-20,CUST-0219,Mexico,Makeup Kit,Beauty,1,99.71,99.71,Debit Card
ORD-03668,2022-08-20,CUST-0246,USA,Camera,Electronics,3,425.06,1275.18,Debit Card
ORD-02607,2022-08-21,CUST-0482,Brazil,Coffee Maker,Home & Kitchen,2,80.33,160.66,Credit Card
ORD-01850,2022-08-21,CUST-0186,India,Socks,Clothing,2,121.68,243.36,Credit Card
ORD-00731,2022-08-21,CUST-0273,USA,Perfume,Beauty,5,56.03,280.15,PayPal
ORD-03875,2022-08-21,CUST-0295,UK,Jeans,Clothing,4,130.7,522.8,PayPal
ORD-01765,2022-08-22,CUST-0067,UK,Perfume,Beauty,4,22.71,90.84,Credit Card
ORD-01606,2022-08-22,CUST-0330,UK,Smartphone,Electronics,1,140.35,140.35,PayPal
ORD-00126,2022-08-22,CUST-0144,UK,Tablet,Electronics,4,415.54,1662.16,Debit Card
ORD-04806,2022-08-22,CUST-0016,Germany,Fitness Tracker,Sports,5,99.43,497.15,Credit Card
ORD-02121,2022-08-22,CUST-0468,UK,Shampoo,Beauty,1,21.66,21.66,Credit Card
ORD-03165,2022-08-22,CUST-0352,UK,Hair Dryer,Beauty,3,46.61,139.83,Credit Card
ORD-02664,2022-08-22,CUST-0089,USA,Fitness Tracker,Sports,1,55.85,55.85,PayPal
ORD-03135,2022-08-22,CUST-0380,Australia,Jeans,Clothing,3,52.41,157.23,PayPal
ORD-01288,2022-08-22,CUST-0234,USA,Dress,Clothing,2,134.4,268.8,Debit Card
ORD-01881,2022-08-22,CUST-0402,USA,Tablet,Electronics,3,723.23,2169.69,Apple Pay
ORD-01997,2022-08-22,CUST-0125,Germany,Makeup Kit,Beauty,5,77.78,388.9,Apple Pay
ORD-00231,2022-08-22,CUST-0349,Canada,Smart Watch,Electronics,2,186.79,373.58,Debit Card
ORD-04727,2022-08-23,CUST-0482,Mexico,Basketball,Sports,1,101.91,101.91,Debit Card
ORD-03378,2022-08-23,CUST-0372,UK,Basketball,Sports,4,168.91,675.64,Credit Card
ORD-00718,2022-08-23,CUST-0267,UK,Jeans,Clothing,2,133.59,267.18,Credit Card
ORD-00898,2022-08-23,CUST-0088,Brazil,Hair Dryer,Beauty,1,54.55,54.55,Credit Card
ORD-00753,2022-08-23,CUST-0259,Germany,Smart Watch,Electronics,1,736.34,736.34,Apple Pay
ORD-02367,2022-08-23,CUST-0248,UK,Perfume,Beauty,3,33.76,101.28,Credit Card
ORD-03870,2022-08-23,CUST-0032,India,Blender,Home & Kitchen,2,132.98,265.96,Google Pay
ORD-04187,2022-08-23,CUST-0372,Brazil,Smart Watch,Electronics,5,642.64,3213.2,Debit Card
ORD-01848,2022-08-23,CUST-0495,USA,Lipstick,Beauty,2,12.73,25.46,PayPal
ORD-02095,2022-08-24,CUST-0304,Australia,Cookware Set,Home & Kitchen,2,195.22,390.44,Google Pay
ORD-01273,2022-08-24,CUST-0063,USA,Jeans,Clothing,1,93.39,93.39,Credit Card
ORD-01176,2022-08-24,CUST-0140,France,Headphones,Electronics,1,1339.58,1339.58,Credit Card
ORD-00564,2022-08-24,CUST-0218,USA,Makeup Kit,Beauty,4,7.65,30.6,Credit Card
ORD-04651,2022-08-24,CUST-0171,Germany,Toaster,Home & Kitchen,3,139.75,419.25,Credit Card
ORD-02527,2022-08-25,CUST-0411,France,Self-Help,Books,4,28.77,115.08,Apple Pay
ORD-00700,2022-08-25,CUST-0304,USA,Camera,Electronics,2,313.93,627.86,Credit Card
ORD-01116,2022-08-25,CUST-0064,UK,Laptop,Electronics,4,273.35,1093.4,Debit Card
ORD-00632,2022-08-25,CUST-0051,France,T-Shirt,Clothing,1,25.94,25.94,PayPal
ORD-01623,2022-08-25,CUST-0021,Japan,Fitness Tracker,Sports,2,105.31,210.62,PayPal
ORD-03141,2022-08-25,CUST-0151,Canada,Knife Set,Home & Kitchen,4,261.92,1047.68,Google Pay
ORD-02550,2022-08-25,CUST-0288,UK,Smartphone,Electronics,3,1318.8,3956.4,Credit Card
ORD-00321,2022-08-25,CUST-0206,Brazil,Socks,Clothing,2,22.85,45.7,Credit Card
ORD-04688,2022-08-25,CUST-0221,Japan,Knife Set,Home & Kitchen,3,236.26,708.78,Credit Card
ORD-04649,2022-08-26,CUST-0475,Mexico,Makeup Kit,Beauty,3,87.7,263.1,PayPal
ORD-04604,2022-08-26,CUST-0239,Germany,Fitness Tracker,Sports,4,86.37,345.48,Debit Card
ORD-03767,2022-08-26,CUST-0020,USA,Tennis Racket,Sports,1,83.2,83.2,Apple Pay
ORD-03781,2022-08-26,CUST-0068,USA,Yoga Mat,Sports,5,141.84,709.2,Credit Card
ORD-03976,2022-08-26,CUST-0421,USA,Coffee Maker,Home & Kitchen,2,49.24,98.48,Debit Card
ORD-04928,2022-08-26,CUST-0395,Mexico,Microwave,Home & Kitchen,3,239.15,717.45,Credit Card
ORD-01105,2022-08-26,CUST-0468,USA,Perfume,Beauty,3,46.53,139.59,Google Pay
ORD-01545,2022-08-27,CUST-0259,Brazil,Cookware Set,Home & Kitchen,3,75.61,226.83,Debit Card
ORD-03963,2022-08-27,CUST-0025,UK,Smartphone,Electronics,4,1460.39,5841.56,Credit Card
ORD-01095,2022-08-27,CUST-0186,Canada,Basketball,Sports,3,114.87,344.61,Credit Card
ORD-03826,2022-08-27,CUST-0107,USA,Fiction,Books,5,19.56,97.8,Credit Card
ORD-03851,2022-08-27,CUST-0302,Mexico,Microwave,Home & Kitchen,5,109.63,548.15,Debit Card
ORD-04194,2022-08-27,CUST-0424,France,Perfume,Beauty,3,93.84,281.52,Apple Pay
ORD-03987,2022-08-28,CUST-0136,Brazil,T-Shirt,Clothing,3,90.95,272.85,PayPal
ORD-04472,2022-08-28,CUST-0200,Canada,Jeans,Clothing,5,146.05,730.25,Debit Card
ORD-01987,2022-08-28,CUST-0331,USA,Dress,Clothing,4,47.24,188.96,Google Pay
ORD-00850,2022-08-28,CUST-0355,Australia,Biography,Books,3,12.48,37.44,PayPal
ORD-02610,2022-08-28,CUST-0188,Japan,Tablet,Electronics,1,259.63,259.63,Credit Card
ORD-00948,2022-08-28,CUST-0480,UK,Lipstick,Beauty,4,17.85,71.4,Debit Card
ORD-00140,2022-08-28,CUST-0082,Japan,Smart Watch,Electronics,5,1112.24,5561.2,PayPal
ORD-02568,2022-08-28,CUST-0245,India,Laptop,Electronics,1,119.69,119.69,PayPal
ORD-04268,2022-08-29,CUST-0191,USA,Dress,Clothing,2,108.18,216.36,PayPal
ORD-03999,2022-08-29,CUST-0285,Germany,History,Books,1,38.77,38.77,Credit Card
ORD-01489,2022-08-29,CUST-0486,Australia,Headphones,Electronics,5,677.31,3386.55,Debit Card
ORD-01238,2022-08-29,CUST-0277,Canada,Hat,Clothing,1,48.93,48.93,Debit Card
ORD-03681,2022-08-29,CUST-0254,USA,Jeans,Clothing,1,114.17,114.17,PayPal
ORD-03893,2022-08-29,CUST-0092,France,Smart Watch,Electronics,3,466.82,1400.46,Credit Card
ORD-01128,2022-08-29,CUST-0203,USA,Fiction,Books,5,31.25,156.25,Credit Card
ORD-03723,2022-08-29,CUST-0446,India,Socks,Clothing,2,25.77,51.54,PayPal
ORD-00375,2022-08-30,CUST-0497,UK,Socks,Clothing,1,32.92,32.92,Credit Card
ORD-01918,2022-08-30,CUST-0291,Germany,Shampoo,Beauty,3,97.17,291.51,Debit Card
ORD-04431,2022-08-30,CUST-0338,Germany,Jacket,Clothing,3,46.05,138.15,Apple Pay
ORD-00201,2022-08-30,CUST-0180,USA,Hat,Clothing,2,87.19,174.38,PayPal
ORD-01873,2022-08-30,CUST-0448,Brazil,Biography,Books,3,47.18,141.54,Debit Card
ORD-04108,2022-08-30,CUST-0138,UK,T-Shirt,Clothing,3,103.52,310.56,Debit Card
ORD-02847,2022-08-30,CUST-0113,Canada,Lipstick,Beauty,5,42.79,213.95,Apple Pay
ORD-03479,2022-08-30,CUST-0089,France,Tablet,Electronics,5,1288.85,6444.25,Debit Card
ORD-03593,2022-08-31,CUST-0338,Canada,Jeans,Clothing,2,35.38,70.76,PayPal
ORD-02850,2022-08-31,CUST-0400,Australia,Face Cream,Beauty,1,74.53,74.53,Google Pay
ORD-01016,2022-09-01,CUST-0439,Australia,Microwave,Home & Kitchen,1,59.98,59.98,Apple Pay
ORD-02422,2022-09-01,CUST-0296,USA,Face Cream,Beauty,2,81.42,162.84,PayPal
ORD-03380,2022-09-01,CUST-0148,Canada,Non-Fiction,Books,5,31.54,157.7,PayPal
ORD-01090,2022-09-01,CUST-0273,Australia,Lipstick,Beauty,1,23.87,23.87,Debit Card
ORD-02251,2022-09-01,CUST-0012,Canada,Blender,Home & Kitchen,1,293.84,293.84,Debit Card
ORD-04317,2022-09-01,CUST-0215,USA,Socks,Clothing,3,130.07,390.21,Debit Card
ORD-02306,2022-09-01,CUST-0490,Japan,Shoes,Clothing,2,19.69,39.38,Credit Card
ORD-03431,2022-09-01,CUST-0360,Germany,Headphones,Electronics,1,1489.72,1489.72,Credit Card
ORD-01705,2022-09-01,CUST-0418,Australia,Fitness Tracker,Sports,1,75.11,75.11,PayPal
ORD-01536,2022-09-01,CUST-0298,Mexico,Blender,Home & Kitchen,1,126.84,126.84,Credit Card
ORD-01905,2022-09-01,CUST-0056,USA,Basketball,Sports,4,123.47,493.88,Credit Card
ORD-00829,2022-09-01,CUST-0299,USA,Jeans,Clothing,2,103.57,207.14,Debit Card
ORD-01959,2022-09-01,CUST-0366,USA,Fitness Tracker,Sports,4,179.61,718.44,Credit Card
ORD-04008,2022-09-01,CUST-0178,Japan,Coffee Maker,Home & Kitchen,4,243.16,972.64,Apple Pay
ORD-03046,2022-09-01,CUST-0495,USA,Non-Fiction,Books,4,24.34,97.36,Credit Card
ORD-01469,2022-09-01,CUST-0100,UK,Face Cream,Beauty,1,44.96,44.96,Apple Pay
ORD-04375,2022-09-02,CUST-0204,Brazil,Smart Watch,Electronics,3,1029.41,3088.23,Credit Card
ORD-02016,2022-09-02,CUST-0373,USA,Socks,Clothing,1,35.66,35.66,Apple Pay
ORD-02370,2022-09-02,CUST-0250,Canada,Smart Watch,Electronics,3,724.99,2174.97,PayPal
ORD-01350,2022-09-02,CUST-0188,USA,Dumbbells,Sports,1,166.06,166.06,Credit Card
ORD-00410,2022-09-02,CUST-0264,Canada,Speaker,Electronics,4,757.86,3031.44,PayPal
ORD-03586,2022-09-02,CUST-0394,India,Face Cream,Beauty,4,91.46,365.84,Credit Card
ORD-00303,2022-09-02,CUST-0082,Germany,Camera,Electronics,1,1278.5,1278.5,PayPal
ORD-00453,2022-09-03,CUST-0272,Germany,Yoga Mat,Sports,5,133.36,666.8,Apple Pay
